Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,Class,MINUTES
Pressa,Attachments (feat. Coi Leray),58,0.806,0.501,9,-7.096,0,0.168,0.065,,0.125,0.345,160.03,4,5,2.85
Jealous of the Birds,Young Neanderthal,34,0.549,0.867,2,-4.666,1,0.0371,0.0108,4.46E-06,0.171,0.486,110.032,4,6,3.112666667
Shining Black,Just Another Day,36,0.491,0.937,6,-5.041,1,0.0864,1.50E-05,0.0038,0.0721,0.623,80.002,4,8,4.297066667
Homeschool,Smartest Man,40,0.581,0.576,1,-6.938,1,0.0276,0.207,1.74E-05,0.109,0.526,77.001,4,10,3.696
Jean Charnaux,Santuário,23,0.476,0.129,,-13.856,1,0.0604,0.981,0.905,0.112,0.42,71.794,5,7,1.695833333
JOSEPH,All,,0.51,0.303,2,-9.122,1,0.027,0.829,6.36E-05,0.115,0.211,137.917,4,0,3.41526667
Architects,Animals,67,0.532,0.759,1,-3.842,0,0.0319,0.000123,0.02,0.073,0.293,95.01,4,10,4.07275
Lord Huron,Love Me Like You Used To,,0.511,0.701,7,-5.813,0,0.027,0.589,0.0022,0.15,0.797,76.019,4,6,3.678966667
Nelson Gomes,Lost in the North Sea,46,0.596,0.0942,7,-17.052,1,0.0612,0.993,0.942,0.108,0.294,108.71,4,7,3.941083333
Dudu Aharon,"◊î◊ê◊ï◊ò◊ï ◊©◊ú◊ô, ◊î◊ô◊ï◊§◊ô ◊©◊ú◊ö",34,0.681,0.919,11,-4.377,0,0.0408,0.0444,,0.349,0.727,130.013,4,9,3.892216667
Rod Stewart,True Blue,28,0.593,0.683,11,-10.432,0,0.0361,0.148,3.10E-06,0.296,0.649,116.742,4,2,3.532216667
Dayglow,Close To You,73,0.875,0.649,6,-5.754,1,0.0433,0.429,0.00237,0.0704,0.833,140.031,4,6,3.244883333
SKYND,Jim Jones,46,0.532,0.788,5,-6.113,0,0.0451,0.00035,0.674,0.319,0.185,112.055,4,8,6.571433333
Nadav Guedj,2 ◊û◊ò◊®,37,0.76,0.667,10,-7.61,0,0.258,0.0264,0.00352,0.192,0.548,121.986,4,9,2.4918
Jesu,Silver,31,0.263,0.432,9,-6.299,1,0.0375,3.23E-06,0.81,0.0889,0.195,94.878,4,6,6.77045
Argonaut & Wasp,Dog Days,42,0.78,0.653,2,-7.085,1,0.0311,0.42,0.0316,0.0997,0.527,116.008,4,1,3.588216667
Raspberries,Go All The Way,64,0.305,0.849,9,-4.892,1,0.0999,0.548,0.000134,0.0995,0.555,134.287,4,10,3.42245
Cave In,Inspire,32,0.375,0.965,10,-3.843,0,0.0527,0.00101,3.31E-06,0.345,0.23,95.555,4,10,4.348883333
Eyal Golan,◊ê◊î◊ô◊î ◊ë◊õ◊ú ◊û◊ß◊ï◊ù,31,0.672,0.496,3,-6.568,0,0.0604,0.22,,0.134,0.189,123.999,4,9,3.742733333
Nick Waterhouse,Say I Wanna Know,34,0.463,0.57,4,-6.573,0,0.0864,0.459,,0.091,0.628,62.411,4,9,4.165116667
Thirty Seconds To Mars,Love Is Madness (feat. Halsey),58,0.382,0.675,,-6.56,1,0.0441,0.0128,0.000246,0.219,0.449,106.171,1,10,3.91445
chemical club,Everything I Know,34,0.553,0.543,6,-6.294,1,0.0313,0.011,1.47E-05,0.0844,0.658,112.977,4,6,2.741666667
Pearl Jam,Yellow Ledbetter,70,0.504,0.354,4,-11.3,1,0.0339,0.29,4.71E-06,0.157,0.292,140.87,4,10,5.059783333
The Armed,AVERAGE DEATH,40,0.314,0.901,2,-5.317,1,0.0683,2.62E-05,0.945,0.529,0.122,110.166,3,8,4.531666667
Distant,Oedipism,36,0.399,0.96,7,-4.826,1,0.129,6.84E-06,0.815,0.142,0.05,139.925,4,8,3.480833333
Willowdale,Darn That Dream,49,0.462,0.155,7,-15.232,1,0.0344,0.93,0.897,0.116,0.169,113.82,4,7,3.864766667
Miri Mesika,◊ñ◊ï◊õ◊®◊™ ◊ê◊™ ◊î◊ô◊ù,21,0.639,0.657,8,-6.077,1,0.0526,0.226,,0.0878,0.873,100,4,9,3.243333333
Bahamas,Whole Wide World,63,0.729,0.447,5,-9.038,1,0.0387,0.598,0.000279,0.116,0.595,108.837,4,0,2.58733333
Kid Cudi,Day 'N' Nite (Nightmare),72,0.88,0.443,11,-6.359,0,0.0653,0.462,7.13E-06,0.122,0.803,138.018,4,9,6.14556E-05
Temples,Shelter Song,47,0.493,0.898,9,-3.321,1,0.0372,0.000219,0.000109,0.173,0.536,126.054,4,6,3.175966667
Ying Yang Twins,Wait (The Whisper Song),59,0.933,0.513,7,-13.203,1,0.347,0.00112,0.00248,0.107,0.595,102.017,4,5,2.986
Gigi D'Agostino,In & Out,21,0.634,0.887,3,-5.151,1,0.0276,0.0188,2.84E-06,0.111,0.657,124.035,4,9,3.329416667
INA IVY,Pricey,27,0.786,0.469,7,-5.639,0,0.0286,0.257,,0.133,0.598,100.032,4,9,3.093766667
Megan Thee Stallion,Body,82,0.914,0.732,8,-6.1,0,0.241,0.0166,,0.107,0.469,94.066,4,9,2.851116667
Eddie Vedder,Hard Sun,,0.439,0.83,8,-6.544,1,0.0331,0.0521,0.000279,0.325,0.643,143.416,4,0,5.36266667
The Who,Pinball Wizard,69,0.543,0.715,2,-8.89,1,0.0356,0.0192,,0.256,0.468,124.011,4,10,3.015716667
Charlie Parker Quintet,Blues For Alice,34,0.571,0.437,10,-11.839,1,0.0329,0.896,0.0328,0.0798,0.797,83.762,4,2,2.776883333
blink-182,All The Small Things,80,0.434,0.897,,-4.918,1,0.0488,0.0103,,0.612,0.684,148.726,4,9,2.78445
Mukesh,Honthon Pe Sachai,4,0.51,0.516,4,-9.128,0,0.0347,0.99,0.00383,0.178,0.779,114.844,3,3,4.303683333
Ana Popovic,Johnnie Ray,35,0.515,0.5,11,-8.986,0,0.0607,0.644,2.24E-06,0.119,0.634,155.383,3,2,3.744
Keren Peles,◊ë◊ö ◊ú◊ê ◊†◊ï◊í◊¢,40,0.257,0.397,,-8.463,1,0.0307,0.551,0.0184,0.144,0.203,90.302,1,9,3.64865
Froth,Passing Thing,29,0.404,0.926,9,-4.471,1,0.0722,0.0072,0.901,0.109,0.348,166.761,4,6,4.862333333
Frost*,Heartstrings,32,0.402,0.71,9,-6.215,1,0.046,0.000411,0.00114,0.149,0.243,124.922,4,8,6.348666667
Parquet Courts,Total Football,53,0.267,0.831,7,-3.213,1,0.0428,0.126,0.000375,0.103,0.685,171.276,4,6,4.02
Gene Vincent & His Blue Caps,Who Slapped John?,26,0.513,0.818,9,-8.612,1,0.056,0.398,,0.309,0.807,97.143,4,10,1.975116667
El-P,Flyentology,29,0.57,0.903,3,-5.694,0,0.112,0.0678,0.000413,0.47,0.782,84.002,4,10,4.020666667
Miles Davis,Freddie Freeloader,52,0.629,0.278,8,-12.229,1,0.0329,0.662,0.000229,0.106,0.503,128.453,4,2,9.774883333
Interpol,Obstacle 1,62,0.377,0.938,5,-4.9,1,0.0618,5.18E-05,0.58,0.0705,0.385,120.514,4,6,4.188216667
Mooski,"Track Star (feat. Chris Brown, A Boogie wit da Hoodie & Yung Bleu)",60,0.551,0.438,7,-10.297,0,0.187,0.243,,0.0972,0.248,130.814,5,9,3.684233333
Chico García,Dos Cruces,47,0.828,0.268,2,-14.826,1,0.0542,0.896,0.867,0.112,0.748,99.993,4,7,2.88
Joy Oladokun,jordan,50,0.364,0.316,4,-9.381,1,0.0307,0.51,3.93E-06,0.0956,0.209,143.888,3,9,4.01995
Shadeemus,Butterflies,28,0.621,0.608,10,-8.82,0,0.0245,0.593,5.15E-05,0.116,0.311,90.046,4,6,3.666666667
The Yellow Diary,Marz,42,0.433,0.599,9,-7.293,1,0.0717,0.479,2.04E-06,0.12,0.338,71.798,4,0,3.70965
Krewella,Martyr,37,0.453,0.665,10,-5.424,0,0.201,0.0244,0.002,0.0505,0.166,112.042,3,10,2.620383333
The OBGMs,All My Friends,30,0.516,0.923,7,-5.288,1,0.0345,3.47E-05,0.000145,0.0944,0.541,104.982,4,1,3.335283333
Moshe Peretz,◊ê◊ú◊£ ◊§◊¢◊û◊ô◊ù,31,0.611,0.973,9,-1.353,0,0.0644,0.135,,0.445,0.892,132.073,4,9,3.04955
Bob Seger,Like A Rock,55,0.399,0.645,1,-5.356,1,0.0271,0.112,0.000551,0.255,0.384,82.795,4,10,5.929966667
Amor Amor,Pieces Of Summer,32,0.611,0.88,9,-4.02,0,0.0416,0.00202,0.000183,0.378,0.965,114.023,4,6,2.877266667
Save for Love,Suzanne Santo,40,0.545,0.534,,-7.531,0,0.0297,0.812,5.17E-06,0.0972,0.476,94.014,4,0,4.47635
Miri Mesika,Birkat HaMelech (The King's Bless),15,0.523,0.451,9,-8.292,0,0.0419,0.425,3.97E-05,0.0879,0.506,124.275,4,9,4.314666667
Simon & Garfunkel,The Boxer,,0.438,0.459,11,-14.932,1,0.0636,0.684,0.000365,0.162,0.593,92.514,4,0,5.14066667
Rafferty,Making a Home,48,0.412,0.571,11,-6.006,1,0.0387,0.304,,0.237,0.473,159.697,4,9,3.96955
The Primitives,Sick Of It,27,0.53,0.816,9,-10.778,1,0.0408,0.0368,0.000623,0.551,0.922,131.014,4,10,5.34444E-05
Little Axe,Hard Times,,0.49,0.511,9,-9.636,0,0.0316,0.183,0.00648,0.172,0.676,125.052,3,2,4.39
Fabianossa,Crowd,35,0.607,0.817,,-5.561,1,0.0415,0.00409,0.000123,0.0851,0.749,125.005,4,9,3.414216667
Jon Hopkins,Singularity,48,0.526,0.776,1,-8.873,1,0.0597,0.00389,0.841,0.0865,0.0504,132.996,4,6,6.486666667
Fred Falke,So Good,44,0.723,0.875,4,-6.717,0,0.394,0.0642,0.000369,0.748,0.391,121.035,4,6,3.9
The Groundhogs,Still A Fool - Single Edit,31,0.509,0.326,11,-13.065,1,0.0747,0.0405,0.000551,0.082,0.865,207.373,3,2,4.196666667
The Secret Sea,Afterlife,8,0.494,0.815,10,-6.972,0,0.0305,0.0188,0.00244,0.0721,0.445,88,4,6,3.500666667
ufo ufo,Strange Clouds,53,0.653,0.722,4,-7.3,1,0.0292,0.0571,0.0492,0.107,0.888,128.018,4,10,3.437333333
Sirens Of Lesbos,Cobra,36,0.767,0.592,10,-10.397,1,0.066,0.0995,0.732,0.464,0.555,97.966,4,1,4.022433333
Methyl Ethel,Neon Cheap,51,0.855,0.871,1,-5.214,0,0.0317,0.0339,0.0103,0.358,0.925,112.002,4,6,4.36375
Dan + Shay,Tequila,5,0.423,0.835,11,-6.494,1,0.0878,0.229,,0.427,0.475,123.123,4,9,2.83505
Jatayu,Shringara,17,0.528,0.783,4,-6.504,0,0.0497,0.3,0.74,0.0658,0.713,114.925,3,6,5.429366667
"Crosby, Stills, Nash & Young",Sea of Madness - Live at Woodstock,35,0.472,0.775,2,-7.147,1,0.0366,0.194,0.0137,0.683,0.955,107.37,4,10,3.275116667
Television,Lula Wiles,30,0.508,0.584,3,-6.826,1,0.0267,0.555,0.617,0.127,0.3,78.003,4,0,4.484983333
Sleater-Kinney,Worry With You,51,0.607,0.758,9,-6.855,1,0.0306,0.00505,0.435,0.372,0.727,90.031,4,6,3.86305
Beartooth,The Past Is Dead,65,0.44,0.95,1,-2.993,1,0.0769,0.00449,1.60E-06,0.363,0.51,144.981,4,10,3.59875
Theodor Bastard,Les,36,0.659,0.359,2,-11.148,0,0.0393,0.611,0.266,0.113,0.126,119.999,4,8,4.156166667
Berry Sakharof,◊ú◊ë ◊©◊ú◊ù,30,0.37,0.576,7,-7.963,0,0.0291,0.00112,0.000338,0.121,0.392,163.784,4,10,4.46
Bloody Knees,Spinning,21,0.338,0.713,11,-3.64,1,0.0392,0.000307,0.000241,0.0856,0.238,79.664,4,10,4.1047
Itay Levi,◊ß◊ô◊®◊ï◊™,43,0.78,0.569,,-7.822,0,0.068,0.395,,0.184,0.5,123.03,4,9,3.28455
Kendra Morris,Banshee,38,0.499,0.523,5,-7.845,1,0.0574,0.268,0.000173,0.248,0.41,190.96,3,10,3.782883333
Yehudit Ravitz,◊ì◊®◊ö ◊î◊û◊©◊ô,22,0.747,0.264,11,-14.975,0,0.0287,0.54,,0.0457,0.245,108.248,4,10,4.416666667
Guns N' Roses,Live And Let Die,69,0.262,0.777,11,-8.671,1,0.0632,0.0109,0.113,0.12,0.264,152.5,4,10,3.04555
Aukai,Akal Ki,40,0.652,0.515,11,-12.034,0,0.0324,0.239,0.751,0.0991,0.203,134.969,1,1,4.066666667
Yella Beezy,On Fleek (feat. Gunna),55,0.759,0.656,8,-7.592,1,0.0873,0.0371,,0.104,0.174,141.955,4,5,4.338033333
Mr. Airplane Man,Like That,19,0.328,0.893,3,-10.854,1,0.0594,0.353,0.441,0.0763,0.508,135.322,4,2,3.142433333
Megadeth,Rust In Peace...Polaris - Remastered 2004,52,0.259,0.965,7,-4.335,1,0.16,0.000612,3.35E-05,0.0787,0.392,168.641,4,8,5.73445
Phoebe Bridgers,Kyoto,71,0.599,0.742,11,-6.886,1,0.0419,0.0488,0.32,0.0916,0.493,131.014,4,1,3.0754
Noah Kahan,Part of Me,65,0.689,0.687,7,-7.832,1,0.0361,0.0674,,0.0933,0.247,109.98,4,1,3.953833333
Manna Dey,Aao Aao Sanwariya,10,0.441,0.547,9,-9.189,1,0.113,0.853,2.20E-06,0.248,0.62,91.738,3,3,4.61355
Jacky Terrasson,Sous Le Ciel De Paris,48,0.323,0.118,5,-22.751,0,0.0449,0.195,0.694,0.241,0.0747,79.554,4,7,4.081116667
KID BRUNSWICK,When You Were Young,48,0.51,0.718,1,-6.129,0,0.0439,0.00183,,0.14,0.713,199.992,4,10,3.131783333
Eades,Present in the Moment,26,0.426,0.867,7,-4.538,1,0.0368,4.93E-05,0.000946,0.121,0.809,90.484,4,10,3.233983333
Ron Shoval,◊ú◊§◊¢◊û◊ô◊ù,26,0.288,0.448,9,-13.62,0,0.0365,0.0383,2.00E-05,0.0736,0.506,75.047,4,9,4.066666667
Nathan Goshen,◊õ◊ô ◊î◊†◊î ◊õ◊ó◊ï◊û◊®,27,0.342,0.464,4,-8.166,0,0.0277,0.681,0.00105,0.198,0.11,82.249,3,9,3.916666667
MOD SUN,Bones,43,0.588,0.282,4,-6.676,1,0.0327,0.786,,0.1,0.308,125.048,4,1,2.79955
Anne-Marie,Birthday - Acoustic,48,0.682,0.435,8,-6.728,0,0.0569,0.169,,0.0914,0.637,152.022,4,9,2.99205
The Drums,What We Had,43,0.414,0.482,7,-7.607,1,0.0287,0.656,0.904,0.233,0.112,127.983,4,6,3.880216667
Death Cab for Cutie,Waterfalls,,0.483,0.436,8,-8.734,1,0.0389,0.663,0.000586,0.103,0.241,171.842,4,6,4.402666667
Blossoms,Lost - In Isolation,49,0.817,0.86,10,-4.283,1,0.0457,0.0497,0.00109,0.0879,0.843,124.11,4,6,3.8547
Cake,I Will Survive,59,0.507,0.683,7,-8.079,1,0.0316,0.303,0.000132,0.142,0.901,95.732,4,10,5.176666667
S. D. Burman,Kala Pani Theme - Instrumental,,0.401,0.595,10,-7.573,1,0.0504,0.871,0.88,0.555,0.271,125.821,4,3,2.802666667
Tom Odell,Magnetised - Acoustic,56,0.487,0.0746,10,-12.952,0,0.0327,0.952,,0.108,0.123,106.328,4,9,4.869783333
Stone Temple Pilots,Trippin' on a Hole in a Paper Heart,,0.494,0.951,11,-7.886,0,0.0393,0.000193,0.289,0.234,0.724,106.356,4,10,3.17845
Wanderlust,Baile Amargo,29,0.299,0.941,,-7.28,1,0.0478,0.000554,0.0953,0.0519,0.674,130.036,3,10,2.9
"Denis Solee, The Beegie Adair Trio",That Old Black Magic,36,0.568,0.418,5,-9.218,1,0.0298,0.762,0.882,0.096,0.576,92.956,4,7,4.418216667
Talya Eliav,◊ß◊ô◊®,15,0.715,0.73,,-6.771,0,0.0556,0.0271,0.000249,0.375,0.621,131.921,4,6,3.3805
JD McPherson,LUCKY PENNY,51,0.698,0.736,2,-5.525,1,0.0481,0.0664,2.16E-05,0.119,0.822,127.979,4,2,3.571116667
Josh Fudge,Summer Something,31,0.602,0.667,11,-6.293,1,0.0264,0.392,0.935,0.135,0.448,122.986,4,6,3.2439
WATTS,Feels (feat. Khalid),73,0.548,0.35,7,-12.52,1,0.0579,0.273,0.0041,0.362,0.0802,167.682,4,9,3.699583333
"Tesher, Jason Derulo",Jalebi Baby (Tesher x Jason Derulo),80,0.691,0.829,,-7.179,1,0.0412,0.0289,,0.254,0.866,93.059,4,9,4.69872E-05
Khruangbin,Midnight,65,0.663,0.552,5,-8.925,0,0.0308,0.0574,0.0131,0.0973,0.687,132.867,4,6,5.244733333
Tom Cochrane,Life Is A Highway,63,0.683,0.751,5,-10.184,1,0.0346,0.0681,8.36E-06,0.248,0.841,103.036,4,10,4.442666667
Soccer Mommy,Your Dog,58,0.652,0.669,11,-7.797,0,0.0262,0.122,0.00039,0.169,0.769,115.047,4,6,3.233483333
The Cranberries,Linger,76,0.439,0.434,7,-14.918,1,0.0265,0.0783,4.87E-05,0.14,0.204,94.845,4,10,4.57845
"Rashmi Vartak, Vidyadhar Bhave",Jhooti Jhooti Batiyaan,9,0.54,0.754,10,-8.26,0,0.0516,0.0434,6.32E-05,0.128,0.556,135.134,4,0,4.6963
Mystery Jets,Bubblegum,51,0.258,0.723,3,-6.049,1,0.058,0.0232,0.0453,0.485,0.344,81.132,4,1,4.415783333
–ê—Ä—Å–µ–Ω–∏–π –ö—Ä–µ—Å—Ç–∏—Ç–µ–ª—å,–ú–æ–π –≤–µ–π–ø,33,0.439,0.607,7,-8.02,1,0.0326,0.104,0.0908,0.146,0.487,84.085,4,6,3.9385
Bodom After Midnight,Payback's a Bitch,43,0.306,0.98,6,-5.421,0,0.0909,3.72E-05,0.193,0.157,0.348,196.925,4,8,4.0991
shame,Water in the Well,43,0.447,0.923,11,-4.636,0,0.0669,2.91E-05,1.45E-05,0.171,0.683,131.552,4,1,3.127116667
Canterbury,Something Better,41,0.357,0.938,6,-4.46,0,0.0932,8.06E-06,,0.749,0.35,159.996,4,10,3.514883333
Joy Division,Disorder - 2007 Remaster,69,0.32,0.798,10,-7.078,0,0.124,0.00033,0.692,0.176,0.74,84.696,4,6,3.484
2Pac,California Love - Original Version,74,0.763,0.85,7,-3.052,1,0.0417,0.0304,1.21E-06,0.371,0.761,91.519,4,5,4.74845
Rammstein,AMERIKA,66,0.608,0.885,2,-4.296,0,0.0963,0.00258,1.33E-05,0.392,0.518,125.023,4,8,3.779333333
Megaraptor,Wonder Woman Theme,28,0.409,0.982,11,-9.38,0,0.0501,3.64E-05,0.731,0.187,0.0761,149.992,1,8,3.6
Pom Pom Squad,Lux,38,0.492,0.926,11,-5.666,1,0.208,3.23E-06,0.00132,0.505,0.407,121.172,4,6,1.6627
Saindhavi,Rhythm Ecstasy - Bantureethi Koluvu,20,0.637,0.613,8,-7.343,1,0.0748,0.318,2.60E-06,0.111,0.571,90.06,4,0,4.4
Versiple,Daydream,39,0.526,0.791,10,-6.364,0,0.497,0.0597,,0.099,0.707,130.209,4,6,5.052466667
The White Stripes,Ball and Biscuit,59,0.511,0.67,9,-7.135,1,0.188,0.0509,0.145,0.102,0.605,78.138,4,10,7.317783333
Routine,Cady Road,43,0.498,0.731,2,-7.25,1,0.0243,0.128,0.0489,0.156,0.6,97.055,4,6,3.178266667
The Clash,Lost in the Supermarket - Remastered,58,0.608,0.634,4,-11.24,1,0.0727,0.0568,0.00615,0.116,0.84,147.515,4,10,3.78245
Chevelle,Mars Simula,57,0.388,0.98,,-5.984,0,0.149,2.28E-05,0.825,0.926,0.166,196.004,4,8,4.190666667
The Police,Message In A Bottle - Remastered 2003,36,0.573,0.807,1,-7.062,0,0.0383,0.034,1.11E-05,0.257,0.876,150.982,4,10,4.820883333
49th & Main,I Want You,40,0.68,0.442,11,-10.94,1,0.179,0.748,6.75E-06,0.514,0.536,127.996,4,6,3.92075
Geeder,When Sunny Gets Blue,52,0.444,0.109,,-15.574,1,0.0411,0.924,0.699,0.215,0.182,73.094,3,7,3.99855
Na√Øka,Sauce,54,0.864,0.669,11,-5.827,0,0.154,0.229,0.00087,0.0796,0.663,127.002,4,9,2.109733333
Metal Church,Conductor (Redux),32,0.535,0.95,4,-2.93,0,0.053,0.000172,2.67E-05,0.349,0.599,104.627,4,8,4.151566667
Wolf People,Silbury Sands,36,0.221,0.81,9,-5.689,1,0.0427,0.00579,0.0853,0.103,0.366,87.285,4,10,5.316
The Cure,Pictures Of You - Remastered,61,0.476,0.764,9,-6.454,1,0.032,0.00325,0.112,0.138,0.545,171.903,4,10,7.471783333
Lady A,Need You Now,70,0.587,0.622,4,-5.535,1,0.0303,0.0927,0.000636,0.2,0.231,107.943,4,4,4.626216667
The Hollies,The Air That I Breathe - 2008 Remaster,69,0.279,0.473,4,-8.375,0,0.0309,0.242,0.00164,0.158,0.246,167.792,4,10,4.285116667
Los Lobos,Two Dogs And A Bone,19,0.551,0.616,6,-10.415,0,0.0533,0.0179,0.228,0.321,0.443,111.127,4,2,2.421783333
Omer Adam,◊ë◊ì◊ô◊ï◊ß ◊õ◊û◊ï◊†◊ô,34,0.474,0.574,7,-5.614,0,0.036,0.48,,0.158,0.384,135.924,4,9,3.61955
BIBI,Life is a Bi‚Ä¶,62,0.722,0.501,10,-6.113,0,0.0625,0.255,,0.0857,0.541,144.076,4,5,2.612366667
Tampa Red,Anna Lou Blues,34,0.555,0.393,10,-11.949,1,0.0327,0.965,0.015,0.151,0.782,102.5,4,2,2.902633333
Harriis,Damaged,31,0.87,0.548,1,-8.193,1,0.332,0.0304,0.00334,0.0826,0.77,163.93,4,5,2.533683333
Younger Hunger,Charlie Kaufman,42,0.712,0.629,6,-6.461,1,0.0365,0.0181,,0.126,0.407,97.486,4,6,3.366216667
Cage The Elephant,Aberdeen,53,0.154,0.972,7,-3.624,1,0.111,0.000904,0.225,0.368,0.225,205.478,4,10,3.215333333
Brownie McGhee,Diggin' My Potatoes,32,0.65,0.383,10,-13.074,1,0.0464,0.505,,0.392,0.864,110.522,4,2,3.62045
Akiva,◊®◊ß ◊¢◊ï◊ì ◊®◊í◊¢,40,0.564,0.382,2,-11.035,1,0.033,0.826,0.000165,0.0835,0.427,147.939,4,9,3.17595
Greg Puciato,Down When I'm Not,31,0.209,0.928,10,-5.885,0,0.0783,8.57E-06,0.498,0.088,0.35,90.258,4,10,3.109733333
tg.blk,Love Being Used,29,0.492,0.555,,-7.974,1,0.217,0.736,,0.56,0.389,69.748,4,6,1.483333333
RamonPang,Webs,26,0.516,0.853,6,-3.867,0,0.0747,0.335,0.333,0.0654,0.169,131.949,4,6,3.636366667
Amit Ulman,◊ê◊ú◊ï◊î◊ô◊ù ◊ë◊í'◊ô◊û◊ô◊ô◊ú (◊í◊¢◊í◊ï◊¢◊ô◊ù),20,0.602,0.732,11,-7.194,0,0.299,0.357,,0.106,0.662,80.892,4,5,5.144816667
Mr. Mister,Broken Wings - Single Version,56,0.283,0.657,1,-8.556,0,0.0353,0.0833,1.67E-05,0.136,0.376,97.995,4,10,4.74155
Halestorm,Mayhem,50,0.398,0.982,2,-3.979,1,0.178,0.00306,0.0243,0.44,0.401,172.822,4,10,3.612666667
Twin Atlantic,Heart and Soul (Acoustic),38,0.634,0.507,4,-9.157,1,0.0456,0.622,,0.101,0.49,76.483,4,10,4.087666667
ZZ Top,Sure Got Cold After the Rain Fell,,0.398,0.423,2,-10.813,1,0.03,0.306,0.177,0.106,0.205,128.894,3,2,7.349116667
Moshe Peretz,◊™◊î◊ô◊î ◊û◊ê◊ï◊©◊®,21,0.772,0.921,5,-1.995,0,0.0485,0.0236,,0.339,0.903,128.018,3,9,3.169016667
Indigo Girls,Closer to Fine,61,0.54,0.677,9,-6.349,1,0.0286,0.368,,0.224,0.748,98.339,4,10,4.026666667
Tomer Yosef,◊®◊ï◊• ◊î◊õ◊ô ◊û◊î◊®,21,0.778,0.734,5,-5.526,0,0.0308,0.0324,0.000547,0.258,0.945,101.979,4,9,3.523333333
No Love For The Middle Child,Older,53,0.383,0.885,9,-5.683,1,0.123,0.0295,,0.381,0.504,168.06,4,10,3.144266667
Modest Mouse,Float On,72,0.649,0.888,6,-4.807,1,0.0293,0.013,2.23E-06,0.0888,0.553,100.975,4,10,3.47445
Joanne Shaw Taylor,Time Has Come,38,0.569,0.564,8,-7.34,1,0.0337,0.0496,0.0138,0.304,0.526,96.112,3,2,5.866
deep tan,hollow scene,22,0.802,0.648,1,-8.515,1,0.08,0.386,0.00896,0.0934,0.857,106.057,4,6,3.065366667
Mike Bloomfield,Blues for Nothing,31,0.272,0.546,,-9.06,1,0.0435,0.218,0.0495,0.247,0.63,184.996,3,2,4.251116667
Kids Insane,Left Right Left,8,0.466,0.992,1,-3.595,1,0.0914,0.0436,,0.432,0.0787,132.908,4,6,2.422666667
Westside Gunn,The Hurt Business (feat. M V P) - Remix,35,0.46,0.876,7,-5.69,1,0.297,0.471,,0.144,0.557,166.715,4,5,4.91375
Keb' Mo',Am I Wrong,52,0.882,0.476,,-9.235,1,0.0528,0.458,2.47E-06,0.0445,0.964,112.65,4,2,2.308883333
New Found Glory,Kiss Me,48,0.546,0.906,2,-3.354,1,0.0407,0.00101,3.69E-05,0.259,0.61,111.971,4,10,2.920483333
Austin Burke,Town Home,62,0.63,0.683,5,-5.7,1,0.0307,0.15,,0.133,0.486,155.927,4,4,2.840216667
The Maccabees,Marks To Prove It,44,0.18,0.916,7,-6.788,1,0.0923,0.000975,0.224,0.0945,0.186,85.614,4,1,4.24245
Figgy Mold,Stairway to the Stars,60,0.463,0.0769,,-21.855,1,0.0389,0.96,0.856,0.105,0.178,116.2,4,7,4.643133333
Derek & The Dominos,Layla,75,0.404,0.902,1,-3.88,1,0.0665,0.577,0.297,0.287,0.497,115.669,4,10,7.064
Estrellita Castro,Campanera,35,0.482,0.487,10,-4.125,0,0.0372,0.849,1.08E-05,0.255,0.663,122.754,4,9,3.583333333
Lifehouse,Learn You Inside Out,36,0.209,0.473,,-7.365,1,0.0283,0.0162,4.10E-05,0.123,0.153,189.544,3,10,4.426883333
Bill Nace,When The Top One is Locked,14,0.137,0.0017,7,-30.124,1,0.0439,0.979,0.483,0.0746,0.0386,175.208,4,6,4.2
Young MC,Bust A Move,53,0.946,0.772,4,-7.537,0,0.0953,0.0516,2.28E-06,0.0612,0.772,116.97,4,5,4.398566667
Ajebo Hustlers,Pronto,55,0.861,0.817,2,-5.07,0,0.235,0.724,0.0617,0.104,0.671,102.969,4,9,2.679616667
Biohazard,Punishment,47,0.298,0.983,6,-6.566,0,0.464,0.00128,5.63E-05,0.78,0.106,89.629,4,8,4.73445
Marcus King,The Well,53,0.58,0.573,9,-8.137,1,0.061,0.00305,0.0015,0.182,0.477,121.225,4,2,2.95155
Blur,Coffee & TV,66,0.743,0.743,2,-10.117,1,0.0367,0.0511,0.233,0.0987,0.707,121.604,4,6,5.97955
The Yardbirds,Heart Full of Soul,55,0.494,0.666,9,-9.743,0,0.0351,0.229,5.69E-05,0.0469,0.699,140.832,4,10,2.464883333
The Violent,Impression,43,0.532,0.891,1,-5.349,0,0.0551,0.000316,0.000164,0.0836,0.487,106.003,4,10,3.28545
Foo Fighters,Everlong,78,0.413,0.881,11,-5.541,0,0.0367,5.99E-05,0.000308,0.0805,0.364,158.066,4,1,4.175783333
joey maxwell,too much,33,0.608,0.844,3,-7.486,1,0.0437,0.311,0.0264,0.0982,0.499,136.1,4,9,2.880216667
"Jatin-Lalit, Kumar Sanu",Ae Kash Ke Hum,52,0.364,0.687,,-7.967,1,0.0571,0.656,,0.175,0.663,161.008,3,3,5.173783333
